,date,Population Staying at Home,Population Not Staying at Home,Week,Month,business_id,avg_star,review_count,user_id,review_id,stars,text,name_x,postal_code_x,attributes,categories,sentiment,chicken,beef,tofu,miso,hot pot,mapo tofu,highly recommend,ly recommend,not recommend,good service,nice service,service is good,bad service,name_y,postal_code_y,block,sentiment_score,sentiment_score_vader,price_sentiment
58,2019-01-04,400646.0,1183418.0,0,1,iksVwRfpWymIUUFqw0tXpw,4.5,1128,cBZlk3x5Mjo40WCd5a-SGw,BVPYttpxL54_rtR4Gy2_5w,4.0,"Great quality meat, pricey but worth. Our server Way was very well informative with any questions I had. The broth I chose (spicy) was a little too thick and tomato based for my liking so I had to ask for them to dilute it multiple times.",Chubby Cattle,19107,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Bars, Seafood, Japanese, Hot Pot, Nightlife, Chinese, Conveyor Belt Sushi, Mongolian, Asian Fusion",0.13541666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,Chubby Cattle,19107,Center,0.13541666666666666,0.8895,0.13541666666666666
67,2019-01-04,400646.0,1183418.0,0,1,nIAbuktMEzVjT4P9pG89rQ,4.0,1561,uXL2cLP1Z3gfsx2kSv7ZXw,T4qd1vUKl_RAJb5WY26Lkw,5.0,"When my friend suggested Buddakan, I fully prepared to spend so much money because it sounds fancy af. 

But I was pleasantly surprised!

While you still feel v fancy eating there, most of the things are fairly priced. They suggest you split things family style too so if that's your thing it helps some.

My roommates and I split appetizers and dessert. For appetizers we got the Spicy Shrimp Bao Buns (which what is a bao bun I still don't know except DeLiCiOuS) and the General Tso Dumplings. So. Good. For dessert I think we got the chocolate tart and the maple blondie and it was the perfect way to end the meal. 

The service was great, the ambience was great, I definitely recommend trying this place out if you want to eat something a lil fancier than a Philly cheesesteak!",Buddakan,19106,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'Corkage': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'BYOBCorkage': ""'yes_corkage'"", 'RestaurantsAttire': ""'dressy'"", 'BYOB': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsCounterService': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'loud'""}","Restaurants, Asian Fusion, Chinese",0.5340909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,Buddakan,19106,Center,0.5340909090909091,0.9921,0.5340909090909091
72,2019-01-04,400646.0,1183418.0,0,1,kiA1mrC2ZVoRmpsWgAT7ow,3.5,302,JW5W4OZCohTvZlRF1jzrTg,n9lPV_ncmQm0ndJJrUc3SQ,4.0,"I came here on a Saturday morning for an early lunch with my wife and sister. The place was quite spacious, with several tables with hotpot burners in the center.  We were promptly seated and the server was very attentive. The menu is all you can eat for $24 per person.  We were able to select as many items as we wanted from a large variety of meats, fish and vegetables. There were also options for noodles, or rice. For broths, we ordered half bone marrow and half spicy. We ordered spinach, skinny mushrooms, broccoli, potatoes, tomatoes, corn, water cresses, sliced beef, sliced pork, shrimp, fishballs and fish dumplings. We got vermicelli, udon noodles and rice. That was a lot of food, but we were hungry and ate all of it! 

The marrow broth needed a bit of salt, but there's an awesome condiment/sauce bar which has salt, so we added some and it was delicious. The spicy broth was good but really really spicy, especially if you drank the broth like soup. However, it was perfect if you were just heating food in the broth and taking it out of the broth. It gave the meat, veggies and noodles good flavor. We really enjoyed our meals. It was choatic and messy, the way hot pot should be. The mix of the flavors was very tasty. I am craving hot pot already. I will be back. Great meal for a great price.",Hippot Shabu Shabu,19107,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'WiFi': ""'free'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BYOB': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'None'}","Asian Fusion, Chinese, Hot Pot, Restaurants",0.35663690476190474,0,1,0,0,1,0,0,0,0,0,0,0,0,Hippot Shabu Shabu,19107,Center,0.35663690476190474,0.9927,0.35663690476190474
87,2019-01-05,429565.0,1154499.0,0,1,NEZOlUKoQWUotatzRp-r5A,4.0,169,AmZeAJbG3k4u7LXqloAZEQ,0Or0wq3StbuTQKMM3eqnYw,1.0,"As someone who has eaten lots of hot pot, for the first time I was informed by my waiter that my friend and I had ordered more food than we can eat, questioned why we did not order meat and despite having sauce, refused to give me any. He soup itself, salty, watered watered down and not spicy. Needless to say, we finished all the food we had ordered and will not be coming back for overpriced vegetables. 
Little sheep soup season is available at any Asian grocery store. I recommend buying it there.",Happy Lamb Hot Pot,19107,"{'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False'}","Mongolian, Restaurants, Chinese, Hot Pot",0.06188271604938272,0,0,0,0,1,0,0,0,0,0,0,0,0,Happy Lamb Hot Pot,19107,Center,0.06188271604938272,0.7342,0.06188271604938272
93,2019-01-06,440676.0,1143388.0,1,1,AGlh4ZDv6jnoiYfz7At9mw,4.0,2672,vRcvHrXvUr4KSQjoYssj1w,ltchMhnuDkirHWedLqjF9w,3.0,"Great, affordable place for soup dumplings. I've come here twice and it is always packed with tables ordering their signature soup dumplings, which if you haven't had them are tasty meat dumplings filled with a super concentrated, flavorful broth (hence the name). They come in sets of 8, which is a great deal especially compared to other places that usually give 6 per order. The dumplings are fresh, seasoned well, with an addicting soupy inside. They are definitely dim sum garden's specialty, so if you come here you have to try them.

The other options, unfortunately, are all pretty unimpressive. We've gotten bok choy, chicken with broccoli which tasted like generic fast food Chinese, and pan fried meat dumplings which were good but not especially memorable. I would definitely recommend coming here for soup dumplings, but know ahead of time what things to avoid so you only get their best offerings.",Dim Sum Garden,19107,"{'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'BYOB': 'False', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Corkage': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'""}","Chinese, Restaurants, Dim Sum, Asian Fusion, Shanghainese",0.1549242424242424,1,0,0,0,0,0,0,1,0,0,0,0,0,Dim Sum Garden,19107,Center,0.1549242424242424,0.9666,0.1549242424242424
99,2019-01-06,440676.0,1143388.0,1,1,SADPX8WX34EQDj_jqtacMw,4.0,231,ZAML372eRdIFS_XzwH40oQ,_rti5pLfRXCMZ8d5juAtjg,4.0,We loveeee this place! Great sushi and great Chinese. the soup dumplings are out of this world! Good prices and a super clean place. We go all the time!  It's definitely a great place to try if you want an authentic place in China town Philadelphia.,Bai Wei,19107,"{'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}""}","Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan",0.5489583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Bai Wei,19107,Center,0.5489583333333333,0.9785,0.5489583333333333
100,2019-01-06,440676.0,1143388.0,1,1,ntiIq1FNqduOyyowMFGh5A,4.0,2188,TsvLTkW2NreYZrVVx7nCnQ,g1E7K5SLu7oV3twTZTnb5A,5.0,"Food: Super fresh and tasty noodles. You can't get any better in terms of noodles than here. Noodles are made fresh and Nan Zhou has many options. The dumplings and scallion pancakes were also very good. I would go for the hand drawn noodles but whatever you get you can expect a hearty bowl or plate of authentic Chinese noodles. There is a lot of variety as well from your classic Taiwanese beef noodle soup, to some spicy noodles, and even some shanghainese and other common Chinese noodle dishes.

Atmosphere: pretty standard Chinese resturant. Fast service and friendly staff, pretty clean as well.

Price: awesome price for how much noodles you get. Many people at our table had to bring food home and most dishes are less than $10. Get appetizers for the table to share!

Overall: If you are trying to find a quick restaurant to stop by in Philly, this place is definitely a very solid option.",Nan Zhou Hand Drawn Noodle House,19107,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Specialty Food, Noodles, Ethnic Food, Chinese, Comfort Food, Restaurants, Food",0.25376543209876545,0,1,0,0,0,0,0,0,0,0,0,0,0,Nan Zhou Hand Drawn Noodle House,19107,Center,0.25376543209876545,0.991,0.25376543209876545
101,2019-01-06,440676.0,1143388.0,1,1,eaDZlSuVS0EY67Ke6pRP6Q,3.5,1112,4QGQ47kaY-DqnhlEAa1hMQ,gcLyVgcGj_Urn3fIGCRaFg,5.0,"I love the variety of cultures mixed into this place: Chinese, Thai, Japanese, and Indian! I split two appetizers with two friends (roti and wonton soup) then ordered the Cantonese Chow fun for an entree. It was delicious and flavorful. I loved the different seafood mixed into this dish, plus the egg combination with the flat noodles was luscious. 

I would recommend this place to anyone. The service was great, they brought the food quickly, and the prices were reasonable!",Penang,19107,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsBitcoin': 'True'}","Malaysian, Asian Fusion, Cambodian, Chinese, Restaurants, Thai",0.29679487179487185,0,0,0,0,0,0,0,0,0,0,0,0,0,Penang,19107,Center,0.29679487179487185,0.9785,0.29679487179487185
102,2019-01-06,440676.0,1143388.0,1,1,BOUmrR6yo4cjeDJn-l_zFg,3.0,140,FsE1Nn5PGdFzqq2hBnMzvg,w9DVhTrUwFAN_gRtM8WxqQ,4.0,"First time trying this place today. Avocado salad was great, especially the dressing. The tuna tataki was ok, a little fishy but not bad. One issue I have is that there was 5 small pieces of tuna. When I have ordered it from other places I would get a whole to go box of it. I was still hungry unfortunately today so that would be great if they could increase the quantity since the price is $9.50 just for the tuna.",Dream House Asian Bistro,19128,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'None'}","Restaurants, Sushi Bars, Thai, Asian Fusion, Japanese, Chinese",0.16704545454545452,0,0,0,0,0,0,0,0,0,0,0,0,0,Dream House Asian Bistro,19128,North,0.16704545454545452,0.925,0.16704545454545452
103,2019-01-06,440676.0,1143388.0,1,1,Ri_k9eVAKZPn3qH39frvWw,3.5,135,Gf6V8T0sVh65RPqzaJPoFA,8CKPsNUh8zRAGYVP5rTyig,3.0,"We had tried the Peking duck roll. The price was pretty decent. After we ordered, the lady took it out from the microwave. As far as taste, I didn't like it. It tasted like paper to me, but everyone else said it was delicious",Sang Kee Peking Duck,19107,"{'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': None, u'latenight': False, u'dessert': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Chinese, Restaurants",0.37916666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,Sang Kee Peking Duck,19107,Center,0.37916666666666665,0.7219,0.37916666666666665
105,2019-01-06,440676.0,1143388.0,1,1,uIlFxzyoJy7ud9j12aK7MA,4.5,117,UOox8h4S41dTJ0Og0WMY7g,QD8NIczOgnmLDfrgo7w5MA,5.0,"We went to this place on Friday night on a whim in search of some good Chinese food. It was probably some of the best Chinese food we've had in all of the city for its price point! The service was phenomenal, as well. 

The restaurant itself has a very urban/eco vibe, and was very aesthetically pleasing. 

Like I mentioned before, the food was great for the price point. The service was was amazing with the employees holding the door as we entered and left, refilling drinks unprompted, being very courteous, and boxing up our leftover food. 

We will definitely be back soon!",DJ Kitchen,19131,"{'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HappyHour': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'HasTV': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True'}","Restaurants, Chinese, Noodles, Dim Sum, Bubble Tea, Food, Szechuan",0.3983333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,DJ Kitchen,19131,West,0.3983333333333334,0.984,0.3983333333333334
126,2019-01-07,415594.0,1168470.0,1,1,SADPX8WX34EQDj_jqtacMw,4.0,231,W_gt6XcSdWgCwsKqsRhnnw,BPC-4D-VMxJz0fXuGIixlA,5.0,"First time came to Bai Wei. When I first came in the restaurant, I was attracted by the modern design and cozy environment. My husband and I ordered 5 dishes and I like the Thai style pot most. The fired rice was so delicious and my husband loves it. The price is fair and affordable. Definitely would come back again.",Bai Wei,19107,"{'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}""}","Chinese, Food, Bubble Tea, Restaurants, Dim Sum, Szechuan",0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,Bai Wei,19107,Center,0.30000000000000004,0.9308,0.30000000000000004
130,2019-01-07,415594.0,1168470.0,1,1,kufU0ChkDC9hZABZoUebIQ,2.5,37,GBkpGphLJ7-MkE2d7CSaGQ,Y1n6H5H1ziDNBhWlnNld9A,4.0,"I wanted to update, really upgrade my initial rating because my beef with broccoli turned out to be a lot tastier than I noted, originally. Here's what happened, to the best of my recollection: on 4/28/18 my 2nd or 3rd serving I'm guessing the sauce oozed to base of the container, making the remaining dish a lot better!  (I've been knocking my head, unproductively, trying to recall whether that WAS my 2nd or 3rd portion.)

Another thing I neglected mentioning in my previous review the great deal the meal was. I didn't get a receipt, I don't think...but it was something like $10.50 for everything, which again was 2 egg roll, small won ton soup & that beef broccoli with fried rice!!!! Where can you get all this, for that price in am American restaurant???? I'd say NONE!

Finally, this would've been a 5 star carry-out had the won ton soup & shrimp egg roll been tastier & 
the oil, from the egg roll wrapper hadn't leaked so badly into my (take out) bag.",China House,19123,"{'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Corkage': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'NoiseLevel': ""'loud'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'Caters': 'False', 'BikeParking': 'True', 'HasTV': 'True'}","Chinese, Restaurants",0.045186360677083336,0,1,0,0,0,0,0,0,0,0,0,0,0,China House,19123,North,0.045186360677083336,0.9571,0.045186360677083336
134,2019-01-07,415594.0,1168470.0,1,1,FcZxIZcFyJFDny8J83KzCw,4.0,121,BhgD0zVE8bcEStxE2H8sBA,XdR3acL5bZ463LG8V-pXew,2.0,"Stopped here for lunch based on the great reviews, but I was totally disappointed. The wonton soup was bland and the Kung Po chicken is probably the worst I've ever had. The rice was dry and clumped together, the chicken was sparse and what was there was fatty. The platter was filled with Szechuan peppers too. I had to pick them out, I've never seen so many peppers in a dish. Threw most of the meal and the soup away. The lunch special cost more than most places and it was totally subpar.",Andorra Ping Pong,19128,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""'quiet'"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True'}","Chinese, Restaurants, Szechuan, Seafood",0.011587301587301575,1,0,0,0,0,0,0,0,0,0,0,0,0,Andorra Ping Pong,19128,North,0.011587301587301575,-0.9098,0.011587301587301575
